,tiempo,U,Y
0,0.0,1.0,4.975124093439558
1,0.19639233855809562,1.0,5.0317430464588755
2,0.39278467711619125,1.0,5.058966488789331
3,0.5891770156742868,1.0,5.076046883369837
4,0.7855693542323825,1.0,5.184506754788519
5,0.9819616927904782,1.0,4.902118979574768
6,1.1783540313485736,1.0,5.484232031251938
7,1.3747463699066693,1.0,5.3627186803699045
8,1.571138708464765,1.0,5.54300868813272
9,1.7675310470228607,1.0,5.638726388254524
10,1.9639233855809564,1.0,5.700408198672665
11,2.160315724139052,1.0,5.74031919641494
12,2.3567080626971473,1.0,6.025115894819561
13,2.553100401255243,1.0,6.032205456764402
14,2.7494927398133386,1.0,5.964623800421198
15,2.9458850783714343,1.0,6.304143146749732
16,3.14227741692953,1.0,6.337882919180092
17,3.3386697554876257,1.0,6.38827775404285
18,3.5350620940457214,1.0,6.3411706530747995
19,3.731454432603817,1.0,6.538401914034796
20,3.9278467711619127,1.0,6.522967083807075
21,4.124239109720008,1.0,6.440328233429515
22,4.320631448278104,1.0,6.3630353403775395
23,4.5170237868362,1.0,6.4897758434586
24,4.7134161253942946,1.0,6.5697296118587305
25,4.90980846395239,1.0,6.6732090777435245
26,5.106200802510486,1.0,6.533037096045352
27,5.302593141068582,1.0,6.6653028359623425
28,5.498985479626677,1.0,6.649223378463813
29,5.695377818184773,1.0,6.618758739464585
30,5.891770156742869,1.0,6.761683968067247
31,6.088162495300964,1.0,6.618229367471434
32,6.28455483385906,1.0,6.880541986682749
33,6.480947172417156,1.0,6.765679969244387
34,6.677339510975251,1.0,6.537748619621635
35,6.873731849533347,1.0,6.628822833729165
36,7.070124188091443,1.0,6.7561308209259145
37,7.266516526649538,1.0,6.896850516190415
38,7.462908865207634,1.0,6.749671031220794
39,7.65930120376573,1.0,6.807426987512345
40,7.855693542323825,1.0,6.80764479092233
41,8.05208588088192,1.0,6.988134656910439
42,8.248478219440017,1.0,6.69871892381159
43,8.444870557998112,1.0,7.008765992063526
44,8.641262896556208,1.0,6.8574354885520945
45,8.837655235114303,1.0,6.887663208687222
46,9.0340475736724,1.0,6.910512532374157
47,9.230439912230494,1.0,6.9510914142101194
48,9.426832250788589,1.0,6.857278629925588
49,9.623224589346686,1.0,6.858347725331052
50,9.81961692790478,1.0,7.059211599735631
51,10.016009266462877,1.0,6.8828736518823375
52,10.212401605020972,1.0,6.815182294580306
53,10.408793943579068,1.0,6.867896021711724
54,10.605186282137163,1.0,6.942757501132522
55,10.80157862069526,1.0,6.866445235472765
56,10.997970959253355,1.0,7.0038481168878475
57,11.194363297811451,1.0,6.92944929433936
58,11.390755636369546,1.0,7.1801773128055215
59,11.587147974927642,1.0,6.981089261679575
60,11.783540313485737,1.0,7.049598953117541
61,11.979932652043834,1.0,6.830424590562444
62,12.176324990601929,1.0,6.881785976539395
63,12.372717329160025,1.0,6.992686438192758
64,12.56910966771812,1.0,6.900470998076432
65,12.765502006276215,1.0,6.910285463299281
66,12.961894344834311,1.0,6.9726291052939215
67,13.158286683392406,1.0,6.946910584482158
68,13.354679021950503,1.0,6.959332417057414
69,13.551071360508598,1.0,7.058893714684977
70,13.747463699066694,1.0,6.86969275919138
71,13.943856037624789,1.0,7.089666540652424
72,14.140248376182885,1.0,7.020700207147929
73,14.33664071474098,1.0,7.037153747451408
74,14.533033053299077,1.0,6.860062478634029
75,14.729425391857172,1.0,7.003298803528944
76,14.925817730415268,1.0,7.108168775435035
77,15.122210068973363,1.0,6.9336008717876325
78,15.31860240753146,1.0,7.034702148316414
79,15.514994746089554,1.0,6.967523654091536
80,15.71138708464765,1.0,7.063417545095937
81,15.907779423205746,1.0,6.991804510802515
82,16.10417176176384,1.0,6.992608242172552
83,16.300564100321935,1.0,7.173815689606341
84,16.496956438880034,1.0,7.026138940156323
85,16.69334877743813,1.0,7.080745060072931
86,16.889741115996223,1.0,7.094150565288885
87,17.086133454554318,1.0,6.948176873778954
88,17.282525793112416,1.0,7.003602733904091
89,17.47891813167051,1.0,6.933849057695992
90,17.675310470228606,1.0,7.0395428954434
91,17.8717028087867,1.0,7.006134442564776
92,18.0680951473448,1.0,6.885650208910707
93,18.264487485902894,1.0,6.945772512054328
94,18.46087982446099,1.0,6.949992969051622
95,18.657272163019083,1.0,7.114639683055325
96,18.853664501577178,1.0,7.026318942266217
97,19.050056840135277,1.0,7.1307357946897945
98,19.24644917869337,1.0,6.977161603066792
99,19.442841517251466,1.0,7.082093052105438
100,19.63923385580956,1.0,7.048317984720325
101,19.83562619436766,1.0,6.893461163878891
102,20.032018532925754,1.0,6.96815612268163
103,20.22841087148385,1.0,6.792216098094661
104,20.424803210041944,1.0,7.0453352415395685
105,20.621195548600042,1.0,6.948997062131081
106,20.817587887158137,1.0,7.097220587995329
107,21.01398022571623,1.0,6.921861934751474
108,21.210372564274326,1.0,7.162368987072007
109,21.406764902832425,1.0,6.908812703788802
110,21.60315724139052,1.0,7.052600580864619
111,21.799549579948614,1.0,6.95122712773606
112,21.99594191850671,1.0,7.1439080383707205
113,22.192334257064804,1.0,6.876260051963824
114,22.388726595622902,1.0,7.115659330318553
115,22.585118934180997,1.0,6.991436255155807
